IMAGE,MEDICINE_NAME,GENERIC_NAME,split,image_path,prescription_id
283.png,Exium,Esomeprazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/283.png,P1283
284.png,Exium,Esomeprazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/284.png,P1284
285.png,Exium,Esomeprazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/285.png,P1285
286.png,Exium,Esomeprazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/286.png,P1286
287.png,Exium,Esomeprazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/287.png,P1287
288.png,Exium,Esomeprazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/288.png,P1288
289.png,Exium,Esomeprazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/289.png,P1289
290.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/290.png,P1290
291.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/291.png,P1291
292.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/292.png,P1292
293.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/293.png,P1293
294.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/294.png,P1294
295.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/295.png,P1295
296.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/296.png,P1296
297.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/297.png,P1297
298.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/298.png,P1298
299.png,Fenadin,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/299.png,P1299
300.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/300.png,P1300
301.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/301.png,P1301
302.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/302.png,P1302
303.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/303.png,P1303
304.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/304.png,P1304
305.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/305.png,P1305
306.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/306.png,P1306
307.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/307.png,P1307
308.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/308.png,P1308
309.png,Fexofast,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/309.png,P1309
310.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/310.png,P1310
311.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/311.png,P1311
312.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/312.png,P1312
313.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/313.png,P1313
314.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/314.png,P1314
315.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/315.png,P1315
316.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/316.png,P1316
317.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/317.png,P1317
318.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/318.png,P1318
319.png,Fexo,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/319.png,P1319
320.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/320.png,P1320
321.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/321.png,P1321
322.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/322.png,P1322
323.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/323.png,P1323
324.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/324.png,P1324
325.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/325.png,P1325
326.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/326.png,P1326
327.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/327.png,P1327
328.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/328.png,P1328
329.png,Filmet,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/329.png,P1329
330.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/330.png,P1330
331.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/331.png,P1331
332.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/332.png,P1332
333.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/333.png,P1333
334.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/334.png,P1334
335.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/335.png,P1335
336.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/336.png,P1336
337.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/337.png,P1337
338.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/338.png,P1338
339.png,Fixal,Fexofenadine Hydrochloride,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/339.png,P1339
340.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/340.png,P1340
341.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/341.png,P1341
342.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/342.png,P1342
343.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/343.png,P1343
344.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/344.png,P1344
345.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/345.png,P1345
346.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/346.png,P1346
347.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/347.png,P1347
348.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/348.png,P1348
349.png,Flamyd,Metronidazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/349.png,P1349
350.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/350.png,P1350
351.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/351.png,P1351
352.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/352.png,P1352
353.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/353.png,P1353
354.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/354.png,P1354
355.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/355.png,P1355
356.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/356.png,P1356
357.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/357.png,P1357
358.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/358.png,P1358
359.png,Flexibac,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/359.png,P1359
360.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/360.png,P1360
361.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/361.png,P1361
362.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/362.png,P1362
363.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/363.png,P1363
364.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/364.png,P1364
365.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/365.png,P1365
366.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/366.png,P1366
367.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/367.png,P1367
368.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/368.png,P1368
369.png,Flexilax,Baclofen,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/369.png,P1369
370.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/370.png,P1370
371.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/371.png,P1371
372.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/372.png,P1372
373.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/373.png,P1373
374.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/374.png,P1374
375.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/375.png,P1375
376.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/376.png,P1376
377.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/377.png,P1377
378.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/378.png,P1378
379.png,Flugal,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/379.png,P1379
380.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/380.png,P1380
381.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/381.png,P1381
382.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/382.png,P1382
383.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/383.png,P1383
384.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/384.png,P1384
385.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/385.png,P1385
386.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/386.png,P1386
387.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/387.png,P1387
388.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/388.png,P1388
389.png,Ketocon,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/389.png,P1389
390.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/390.png,P1390
391.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/391.png,P1391
392.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/392.png,P1392
393.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/393.png,P1393
394.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/394.png,P1394
395.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/395.png,P1395
396.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/396.png,P1396
397.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/397.png,P1397
398.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/398.png,P1398
399.png,Ketoral,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/399.png,P1399
400.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/400.png,P1400
401.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/401.png,P1401
402.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/402.png,P1402
403.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/403.png,P1403
404.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/404.png,P1404
405.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/405.png,P1405
406.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/406.png,P1406
407.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/407.png,P1407
408.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/408.png,P1408
409.png,Ketotab,Ketoconazole (Tablet),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/409.png,P1409
410.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/410.png,P1410
411.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/411.png,P1411
412.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/412.png,P1412
413.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/413.png,P1413
414.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/414.png,P1414
415.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/415.png,P1415
416.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/416.png,P1416
417.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/417.png,P1417
418.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/418.png,P1418
419.png,Ketozol,Ketoconazole (Shampoo),Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/419.png,P1419
420.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/420.png,P1420
421.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/421.png,P1421
422.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/422.png,P1422
423.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/423.png,P1423
424.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/424.png,P1424
425.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/425.png,P1425
426.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/426.png,P1426
427.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/427.png,P1427
428.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/428.png,P1428
429.png,Leptic,Clonazepam,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/429.png,P1429
430.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/430.png,P1430
431.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/431.png,P1431
432.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/432.png,P1432
433.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/433.png,P1433
434.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/434.png,P1434
435.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/435.png,P1435
436.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/436.png,P1436
437.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/437.png,P1437
438.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/438.png,P1438
439.png,Lucan-R,Fluconazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/439.png,P1439
440.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/440.png,P1440
441.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/441.png,P1441
442.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/442.png,P1442
443.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/443.png,P1443
444.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/444.png,P1444
445.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/445.png,P1445
446.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/446.png,P1446
447.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/447.png,P1447
448.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/448.png,P1448
449.png,Lumona,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/449.png,P1449
450.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/450.png,P1450
451.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/451.png,P1451
452.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/452.png,P1452
453.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/453.png,P1453
454.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/454.png,P1454
455.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/455.png,P1455
456.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/456.png,P1456
457.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/457.png,P1457
458.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/458.png,P1458
459.png,M-Kast,Montelukast Sodium,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/459.png,P1459
460.png,Maxima,Esomeprazole,Validation,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Validation/Validation_words/460.png,P1460
